last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Freeland, Kyle,607536,COL,FF,4-Seamer,-0.6,-2,387,23.8,105,0.283,0.478,0.366,14.80,6.7,13.2,0.279,0.478,0.356,39.1
Peterson, David,656849,NYM,FF,4-Seamer,0.3,2,460,36,105,0.253,0.414,0.365,20.60,19,20.2,0.242,0.447,0.359,34.3
Brebbia, John,605154,SF,SL,Slider,0.2,1,351,53.4,105,0.292,0.417,0.338,27.10,14.3,14.4,0.284,0.428,0.327,36.1
Irvin, Cole,608344,OAK,CH,Changeup,-0.3,-1,304,22.1,105,0.228,0.386,0.272,21.30,9.5,12.3,0.275,0.5,0.333,35.9
Gray, Josiah,680686,WSH,CUKC,Curveball,-0.4,-1,402,25.4,104,0.198,0.275,0.261,36.90,38.5,25.5,0.202,0.33,0.286,26.9
Ohtani, Shohei,660271,LAA,SL,Slider,-3,-14,462,33.4,104,0.156,0.24,0.207,45.90,34.6,32.7,0.174,0.303,0.231,38.7
Ortega, Oliver,661383,LAA,FF,4-Seamer,-0.1,0,330,59.2,104,0.244,0.356,0.333,12.00,15.4,16.3,0.305,0.486,0.38,42.7
Smeltzer, Devin,656970,MIN,FF,4-Seamer,1.4,6,399,39.7,104,0.247,0.559,0.379,16.40,17.3,14.5,0.279,0.676,0.425,49.3
McClanahan, Shane,663556,TB,CUKC,Curveball,-2.4,-10,409,25.2,104,0.129,0.198,0.175,31.10,43.3,29.6,0.162,0.281,0.201,23.2
Rasmussen, Drew,656876,TB,SL,Slider,0.9,3,335,28.2,104,0.215,0.366,0.304,25.40,28.8,16.3,0.283,0.457,0.354,50.8
Akin, Keegan,669211,BAL,FF,4-Seamer,-2.2,-9,406,52.9,103,0.172,0.344,0.257,28.60,31.1,26,0.237,0.415,0.312,40.3
Plesac, Zach,668676,CLE,CH,Changeup,-0.1,0,327,21.9,103,0.242,0.343,0.298,13.00,10.7,11.6,0.327,0.537,0.377,45.5
Wick, Rowan,592858,CHC,FF,4-Seamer,-1,-4,373,51.2,103,0.261,0.402,0.332,20.50,23.3,23.8,0.294,0.516,0.372,47.8
Bubic, Kris,663460,KC,CH,Changeup,-0.2,-1,332,28.9,103,0.253,0.407,0.352,27.70,20.4,18.6,0.301,0.552,0.398,50
Kennedy, Ian,453178,ARI,FF,4-Seamer,-1.6,-6,391,82.1,103,0.228,0.359,0.305,20.00,19.4,17.5,0.28,0.5,0.363,52.1
Skubal, Tarik,669373,DET,SIFT,Sinker,0,0,336,20.4,103,0.247,0.344,0.304,12.80,21.4,16.4,0.282,0.443,0.337,39.7
Zimmermann, Bruce,669145,BAL,CH,Changeup,2,6,305,29.4,102,0.316,0.561,0.4,18.90,14.7,15.8,0.285,0.53,0.352,35.7
Montas, Frankie,593423,OAK,SIFT,Sinker,0.9,3,326,21.7,102,0.333,0.544,0.432,16.10,6.9,22.6,0.343,0.588,0.432,41.2
Kopech, Michael,656629,CWS,SL,Slider,-0.6,-2,356,25.5,102,0.191,0.319,0.258,17.60,18.6,14,0.229,0.434,0.31,32
Mikolas, Miles,571945,STL,FF,4-Seamer,-1.6,-7,422,22.7,102,0.152,0.239,0.231,22.80,32.4,19.9,0.239,0.411,0.309,45
Alcantara, Sandy,645261,MIA,SL,Slider,-0.9,-4,444,22.8,102,0.198,0.333,0.254,31.90,32.4,24.3,0.207,0.375,0.27,47.6
Suter, Brent,608718,MIL,FF,4-Seamer,1.6,6,385,65.9,102,0.319,0.505,0.41,14.80,9.8,9.3,0.298,0.422,0.346,28
Fried, Max,608331,ATL,SL,Slider,-2.5,-10,404,22.4,102,0.191,0.266,0.251,29.40,21.6,22,0.225,0.349,0.283,41.1
Syndergaard, Noah,592789,LAA,SIFT,Sinker,-3.2,-10,310,27.1,102,0.167,0.2,0.227,11.40,12.7,15.3,0.253,0.385,0.332,34.6
Smyly, Drew,592767,CHC,CUKC,Curveball,-0.2,-1,358,41.9,102,0.227,0.361,0.283,30.20,28.4,18.7,0.249,0.421,0.303,26.5
Hill, Rich,448179,BOS,FF,4-Seamer,0.5,2,423,37.3,101,0.27,0.461,0.351,23.30,25.7,25.5,0.266,0.505,0.367,44.4
Coleman, Dylan,669395,KC,FF,4-Seamer,-0.9,-4,437,61.5,101,0.2,0.388,0.335,23.60,15.8,13.1,0.246,0.491,0.38,40
McClanahan, Shane,663556,TB,CH,Changeup,-2.3,-9,396,24.4,101,0.139,0.149,0.137,45.50,43.6,31.9,0.171,0.231,0.172,22.8
Poche, Colin,621363,TB,FF,4-Seamer,-0.9,-4,389,81.2,101,0.191,0.393,0.295,27.40,21.8,18.8,0.216,0.394,0.294,30.4
Baker, Bryan,641329,BAL,FF,4-Seamer,-2.2,-9,401,57.5,101,0.218,0.299,0.284,28.90,25.7,23.2,0.296,0.458,0.365,45.2
Keuchel, Dallas,572971,ARI,SIFT,Sinker,1.7,7,419,43.4,101,0.306,0.529,0.445,15.30,13.9,18.4,0.284,0.444,0.369,46.5
Kershaw, Clayton,477132,LAD,FF,4-Seamer,-1.8,-7,376,37.4,101,0.191,0.309,0.25,8.40,14.9,22.7,0.236,0.44,0.307,31.3
Lyles, Jordan,543475,BAL,SIFT,Sinker,-0.3,-1,313,17.3,101,0.297,0.429,0.37,13.90,18.8,27.9,0.297,0.501,0.373,43.1
Brieske, Beau,689225,DET,CH,Changeup,-2.3,-7,285,22.1,100,0.173,0.276,0.221,21.60,22,20,0.213,0.357,0.249,25
Kluber, Corey,446372,TB,SIFT,Sinker,1.3,5,389,28,100,0.261,0.5,0.369,13.40,18,18.2,0.312,0.554,0.397,52.1
Kikuchi, Yusei,579328,TOR,SL,Slider,1.9,6,331,27.3,100,0.322,0.632,0.45,28.40,22,17.6,0.303,0.584,0.413,50.8
Rasmussen, Drew,656876,TB,FF,4-Seamer,-1.2,-5,414,34.8,99,0.228,0.37,0.276,21.10,22.2,16.8,0.222,0.361,0.279,43.1
Díaz, Edwin,621242,NYM,SL,Slider,-3.5,-11,325,54.5,99,0.151,0.183,0.181,52.80,57.6,37.3,0.143,0.19,0.176,36.1
Jax, Griffin,643377,MIN,SL,Slider,-0.5,-2,315,43.9,99,0.198,0.308,0.249,41.60,34.3,27,0.206,0.359,0.268,39.7
Giolito, Lucas,608337,CWS,SL,Slider,1.3,5,385,26.2,98,0.298,0.521,0.356,29.20,23.5,21.5,0.277,0.487,0.332,50
Keller, Brad,641745,KC,SIFT,Sinker,0.9,4,376,24.9,98,0.345,0.517,0.42,14.00,4.1,10.8,0.308,0.486,0.369,46.4
Hernandez, Elieser,622694,MIA,FF,4-Seamer,2.1,9,398,42.2,98,0.338,0.625,0.455,20.20,17.3,14.5,0.298,0.61,0.431,40.6
Stripling, Ross,548389,TOR,CH,Changeup,-0.1,0,304,25.4,98,0.188,0.333,0.24,32.80,27.6,18.1,0.264,0.376,0.282,36.2
Bednar, David,670280,PIT,FF,4-Seamer,-0.2,-1,381,55.5,98,0.253,0.432,0.298,32.40,29.6,27.1,0.266,0.486,0.325,53
Castillo, Luis,622491,CIN,CH,Changeup,0,0,349,26.1,98,0.191,0.303,0.285,25.10,21.4,15.4,0.229,0.333,0.282,27.9
Tate, Dillon,622253,BAL,SIFT,Sinker,-3.7,-13,343,52.2,98,0.237,0.28,0.254,11.50,11.2,15.1,0.28,0.428,0.315,39.8
Gutierrez, Vladimir,661269,CIN,FF,4-Seamer,4.3,15,340,49.7,98,0.316,0.747,0.484,12.30,13.3,14,0.277,0.627,0.429,53.7
Okert, Steven,595345,MIA,SL,Slider,-0.9,-4,425,70.1,98,0.136,0.309,0.284,35.30,34.7,22.5,0.16,0.272,0.272,21.3
Díaz, Alexis,664747,CIN,FF,4-Seamer,-1.5,-6,423,70.7,97,0.117,0.182,0.251,32.20,26.8,20.6,0.16,0.308,0.294,37.7
Hearn, Taylor,621368,TEX,SL,Slider,1.7,5,313,26.3,97,0.315,0.467,0.349,23.20,21.6,17.4,0.305,0.547,0.368,44.4
Freeland, Kyle,607536,COL,SL,Slider,0.7,3,380,23.4,97,0.289,0.522,0.363,30.30,23.7,20.9,0.248,0.491,0.329,35.3
Estévez, Carlos,608032,COL,FF,4-Seamer,0.2,1,412,70.2,97,0.256,0.427,0.355,19.40,18.6,14.5,0.271,0.464,0.37,40.6
Musgrove, Joe,605397,SD,FF,4-Seamer,-0.7,-2,339,22.1,97,0.242,0.341,0.28,23.40,30.9,25,0.287,0.472,0.344,44.3
López, Reynaldo,625643,CWS,FF,4-Seamer,-1.1,-4,334,51.4,97,0.264,0.356,0.301,25.30,25.8,25,0.261,0.376,0.311,45.5
Castillo, Diego,650895,SEA,SL,Slider,-2.7,-9,337,62.1,97,0.151,0.163,0.222,31.60,32,25.6,0.19,0.276,0.256,21.8
Quintana, José,500779,PIT,CUKC,Curveball,-1.4,-6,406,25.9,97,0.22,0.33,0.284,30.20,25.8,21,0.258,0.452,0.323,37.9
Gomber, Austin,596295,COL,SL,Slider,-0.7,-2,359,24.1,96,0.226,0.419,0.289,27.30,24,16.3,0.289,0.508,0.346,38.6
Lorenzen, Michael,547179,LAA,SIFT,Sinker,-0.3,-1,324,27.4,96,0.244,0.36,0.309,19.40,14.6,18.7,0.239,0.33,0.285,46.6
Quintana, José,500779,PIT,CH,Changeup,2.9,11,379,24.2,96,0.271,0.388,0.352,27.10,16.7,13.4,0.29,0.434,0.353,39.1
Rogers, Tyler,643511,SF,FF,4-Seamer,0.6,2,327,48.9,96,0.274,0.321,0.324,13.30,4.2,7.5,0.274,0.378,0.334,38.8
Velasquez, Vince,592826,CWS,FF,4-Seamer,-1.1,-4,340,41.7,95,0.188,0.388,0.286,25.30,23.2,20,0.264,0.624,0.396,51.6
Martinez, Nick,607259,SD,CH,Changeup,-1.6,-5,333,27.1,95,0.119,0.214,0.218,36.60,32.6,22,0.174,0.316,0.266,29.6
Mayza, Tim,641835,TOR,SIFT,Sinker,-1.1,-4,320,80,95,0.264,0.299,0.281,18.40,18.9,26.9,0.301,0.388,0.328,37.1
Pivetta, Nick,601713,BOS,SL,Slider,-1.5,-5,333,19,95,0.212,0.329,0.275,31.40,25.3,22,0.25,0.423,0.321,40.3
Ashby, Aaron,676879,MIL,SIFT,Sinker,-0.1,0,403,32.9,95,0.28,0.439,0.366,19.10,14.7,16.7,0.295,0.469,0.371,45.7
Walker, Taijuan,592836,NYM,FF,4-Seamer,0,0,426,30,95,0.265,0.349,0.323,21.10,17.9,12.3,0.288,0.516,0.382,48.5
Corbin, Patrick,571578,WSH,FF,4-Seamer,2,8,406,23.7,95,0.337,0.5,0.422,10.80,12.6,14.1,0.322,0.569,0.404,45.9
Thompson, Zach,605507,PIT,SIFT,Sinker,-1.3,-4,278,23.2,95,0.296,0.346,0.367,7.20,3.2,6,0.325,0.445,0.379,41.8
García, Rony,665621,DET,FF,4-Seamer,0.2,1,380,46.2,94,0.214,0.476,0.332,18.90,22.3,19.1,0.308,0.761,0.465,55.6
Skubal, Tarik,669373,DET,FF,4-Seamer,0.6,3,442,26.8,94,0.262,0.5,0.381,26.20,25.5,20.2,0.223,0.442,0.322,45
Melancon, Mark,453343,ARI,FC,Cutter,-0.5,-2,346,66.4,94,0.253,0.322,0.289,16.80,10.6,13.7,0.263,0.404,0.314,31.2
Edwards Jr., Carl,605218,WSH,FF,4-Seamer,-1.5,-5,349,63.8,94,0.173,0.296,0.272,24.60,29.8,25.7,0.184,0.332,0.275,31.5
Wacha, Michael,608379,BOS,CH,Changeup,-1.9,-7,343,31.4,94,0.157,0.217,0.228,30.10,30.9,17,0.21,0.32,0.286,23.6
Freeland, Kyle,607536,COL,CUKC,Curveball,-0.1,0,297,18.3,94,0.19,0.381,0.282,28.60,35.1,18.5,0.229,0.449,0.324,41.5
Thompson, Zach,605507,PIT,FC,Cutter,0.2,1,436,36.5,94,0.224,0.518,0.359,25.00,20.2,15.2,0.285,0.558,0.385,40.9
Keller, Mitch,656605,PIT,SIFT,Sinker,-2.3,-7,313,20.6,94,0.284,0.346,0.349,15.20,11.7,29.7,0.32,0.417,0.371,45.7
Strickland, Hunter,519326,CIN,FF,4-Seamer,1.4,5,327,52.6,93,0.243,0.365,0.361,23.10,17.2,16.2,0.318,0.529,0.427,43.1
Smeltzer, Devin,656970,MIN,CH,Changeup,-0.7,-2,265,26.3,93,0.239,0.352,0.285,18.40,14,14.1,0.259,0.367,0.285,35.5
Keller, Mitch,656605,PIT,SL,Slider,0.5,2,343,22.5,93,0.235,0.365,0.296,30.00,29,20.6,0.252,0.41,0.316,41.4
Wright, Kyle,657140,ATL,FF,4-Seamer,2.3,9,378,23.1,93,0.286,0.519,0.404,26.00,20.4,16.8,0.272,0.563,0.406,51.7
Darvish, Yu,506433,SD,FF,4-Seamer,-0.6,-2,386,23.1,93,0.149,0.276,0.206,22.70,36.6,21.3,0.182,0.424,0.277,50
Thompson, Keegan,624522,CHC,FC,Cutter,0.5,1,314,24.1,93,0.293,0.39,0.377,23.20,12.9,15,0.29,0.415,0.35,32.9
Moore, Matt,519043,TEX,CUKC,Curveball,-0.3,-1,306,44.2,93,0.221,0.233,0.263,27.60,26.9,19.8,0.214,0.294,0.254,23
López, Jorge,605347,BAL,SIFT,Sinker,-1.6,-5,346,49.2,93,0.183,0.305,0.299,21.20,25.8,23.3,0.204,0.367,0.295,31
Severino, Luis,622663,NYY,SL,Slider,-1.9,-6,301,21.4,92,0.165,0.306,0.237,42.30,45.7,31.3,0.16,0.279,0.224,50
Castillo, Luis,622491,CIN,FF,4-Seamer,-2.1,-9,422,31.5,92,0.136,0.21,0.215,40.10,46.7,28.3,0.191,0.343,0.281,47.4
García, Luis,472610,SD,SIFT,Sinker,0.8,3,303,51.9,92,0.337,0.373,0.402,11.60,5.4,10.6,0.366,0.515,0.414,51.9
Watkins, Spenser,657093,BAL,FF,4-Seamer,0.6,2,330,39.3,92,0.244,0.462,0.361,13.60,10.9,11.2,0.317,0.634,0.434,49.3
McFarland, T.J.,519008,STL,SIFT,Sinker,3.2,9,277,62.1,92,0.375,0.463,0.406,13.40,12,17.7,0.335,0.487,0.387,57.7
Nelson, Nick,656793,PHI,FF,4-Seamer,-0.3,-1,329,44.8,91,0.222,0.319,0.311,22.30,17.6,23.5,0.259,0.466,0.384,40
McKenzie, Triston,663474,CLE,SL,Slider,1.3,4,302,20.1,91,0.267,0.511,0.332,29.20,22,21.7,0.246,0.478,0.306,31.4
Irvin, Cole,608344,OAK,SIFT,Sinker,-0.7,-2,337,24.5,91,0.294,0.424,0.347,13.40,5.5,8.1,0.348,0.613,0.422,43.8
Stripling, Ross,548389,TOR,FF,4-Seamer,-0.3,-1,419,35.1,91,0.241,0.41,0.324,21.40,23.1,15.7,0.284,0.612,0.399,56.5
Montgomery, Jordan,656756,NYY,CH,Changeup,0.6,2,367,24.8,91,0.282,0.447,0.334,40.80,12.1,11.1,0.264,0.431,0.316,28
Gonsolin, Tony,664062,LAD,SL,Slider,-2.7,-9,334,23.2,90,0.125,0.188,0.202,37.40,22.2,17.4,0.196,0.322,0.265,26.2
Peralta, Freddy,642547,MIL,FF,4-Seamer,-0.9,-4,387,55.2,90,0.22,0.28,0.254,28.20,33.3,23.8,0.202,0.292,0.249,37.7
Hernandez, Elieser,622694,MIA,SL,Slider,0.7,2,342,36.3,90,0.195,0.552,0.331,32.80,34.4,24.2,0.192,0.452,0.274,29.8
Swarmer, Matt,664161,CHC,SL,Slider,0.8,3,388,59.1,90,0.212,0.525,0.359,41.00,33.3,21.7,0.193,0.44,0.309,50
Márquez, Germán,608566,COL,SL,Slider,0.5,2,371,22.7,90,0.275,0.55,0.401,33.90,24.4,24.2,0.264,0.515,0.367,43.1
Greinke, Zack,425844,KC,CUKC,Curveball,-2.6,-6,246,18.9,90,0.233,0.349,0.258,15.80,8.9,10.1,0.268,0.439,0.307,29.6
Chavez, Jesse,445926,ATL,FC,Cutter,-1.6,-6,393,58.7,90,0.203,0.329,0.281,29.00,35.6,23.7,0.223,0.421,0.317,50
White, Mitch,669952,LAD,FF,4-Seamer,-1.8,-6,351,46.2,89,0.234,0.338,0.322,12.60,11.2,14.7,0.274,0.41,0.346,32.8
Voth, Austin,608723,BAL,FF,4-Seamer,1.1,4,349,44.2,89,0.305,0.488,0.371,23.70,23.6,18.6,0.296,0.565,0.386,53.2
Greinke, Zack,425844,KC,FF,4-Seamer,-0.7,-3,459,35.2,89,0.284,0.457,0.353,16.30,14.6,12.7,0.365,0.707,0.469,48.5
Urquidy, José,664353,HOU,CH,Changeup,0,0,238,15.7,89,0.247,0.412,0.314,26.40,22.5,19.6,0.203,0.311,0.24,27.7
Megill, Tylor,656731,NYM,FF,4-Seamer,-0.5,-2,386,55.5,89,0.291,0.418,0.347,29.40,25.8,22.8,0.284,0.517,0.361,28.8
Gilbreath, Lucas,656458,COL,FF,4-Seamer,2,8,388,72.4,89,0.296,0.352,0.375,24.90,19.1,17.2,0.293,0.381,0.368,39.3
Rasmussen, Drew,656876,TB,FC,Cutter,-1.3,-5,404,34,89,0.241,0.386,0.326,27.80,11.2,15.6,0.306,0.555,0.384,39.7
Buehler, Walker,621111,LAD,FF,4-Seamer,3,11,358,34.2,88,0.368,0.618,0.46,13.20,9.1,9.3,0.331,0.667,0.453,51.5
Minor, Mike,501985,CIN,FF,4-Seamer,1.4,5,334,46,88,0.289,0.553,0.394,15.90,17,18.3,0.252,0.435,0.338,40.3
Gibson, Kyle,502043,PHI,SL,Slider,-0.3,-1,325,20.7,88,0.185,0.321,0.257,39.90,35.2,19,0.218,0.373,0.278,29.4
Montgomery, Jordan,656756,NYY,CUKC,Curveball,-0.8,-2,309,20.9,88,0.133,0.265,0.216,42.60,42,24.5,0.192,0.307,0.247,30.4
Luetge, Lucas,476595,NYY,FC,Cutter,0.6,2,304,57.5,87,0.316,0.38,0.356,19.00,14.9,22.8,0.278,0.403,0.324,29.9
Ryan, Joe,657746,MIN,SL,Slider,0.6,2,285,23.6,87,0.241,0.422,0.311,26.40,24.1,18.9,0.226,0.36,0.269,25.8
Hendricks, Kyle,543294,CHC,FF,4-Seamer,-0.5,-2,357,26.5,87,0.234,0.623,0.389,16.00,19.5,21.5,0.318,0.761,0.47,59
Vesia, Alex,681911,LAD,FF,4-Seamer,-2,-6,327,62.4,87,0.239,0.324,0.327,33.30,29.9,27.1,0.219,0.386,0.324,38.3
Rogers, Taylor,573124,SD,SL,Slider,-0.3,-1,325,54.2,87,0.177,0.291,0.23,39.60,33.3,25.7,0.194,0.314,0.255,25
Senzatela, Antonio,622608,COL,SL,Slider,3.5,10,285,28,87,0.418,0.57,0.451,20.70,17.2,13.2,0.372,0.53,0.401,35.8
Bieber, Shane,669456,CLE,CUKC,Curveball,-0.7,-2,282,18.1,86,0.207,0.329,0.239,37.70,41.9,24,0.194,0.368,0.243,45.8
Dunning, Dane,641540,TEX,SL,Slider,-0.5,-2,454,29.2,86,0.19,0.316,0.24,38.40,32.6,18.5,0.227,0.393,0.297,30.2
Martinez, Nick,607259,SD,FF,4-Seamer,3,10,324,26.4,86,0.395,0.816,0.53,19.50,17.4,14.4,0.324,0.658,0.441,50.8
Musgrove, Joe,605397,SD,CUKC,Curveball,-1.5,-5,297,19.3,86,0.149,0.257,0.256,32.60,31.4,24.3,0.203,0.304,0.284,48.9
Hendriks, Liam,521230,CWS,FF,4-Seamer,-1,-3,316,63.2,86,0.231,0.385,0.296,28.90,26.7,30.7,0.249,0.512,0.343,44.6
Muñoz, Andrés,662253,SEA,SL,Slider,-2,-8,373,61.2,86,0.134,0.22,0.177,50.70,51.2,29.9,0.128,0.202,0.166,15.8
McGee, Jake,459429,SF,FF,4-Seamer,0.8,2,310,85.2,85,0.316,0.519,0.384,18.20,9.4,9,0.349,0.707,0.457,43.1
Helsley, Ryan,664854,STL,FF,4-Seamer,-2.7,-9,334,56.8,85,0.13,0.182,0.189,33.10,36.5,32.3,0.182,0.343,0.265,43.5
Barría, Jaime,642545,LAA,SL,Slider,0.2,1,284,45.7,85,0.247,0.403,0.324,25.90,15.3,15.1,0.315,0.593,0.406,44.6
Archer, Chris,502042,MIN,FF,4-Seamer,2.4,10,435,38.4,85,0.311,0.554,0.411,16.70,11.8,10.4,0.34,0.603,0.434,48.4
Abreu, Bryan,650556,HOU,SL,Slider,-0.9,-3,293,48.9,85,0.197,0.237,0.256,48.30,44.7,33.6,0.176,0.208,0.223,21.1
Jiménez, Joe,641729,DET,FF,4-Seamer,0.2,1,358,62.7,84,0.24,0.413,0.326,26.60,32.1,22.3,0.242,0.449,0.324,38.8
Stanek, Ryne,592773,HOU,FF,4-Seamer,-3.1,-9,300,60.6,84,0.162,0.25,0.268,28.90,21.4,24,0.216,0.382,0.327,44.2
Rogers, Tyler,643511,SF,SL,Slider,0.9,3,325,48.6,84,0.24,0.347,0.285,25.20,23.8,18.5,0.195,0.277,0.24,19.3
Bautista, Félix,642585,BAL,FF,4-Seamer,-1.7,-6,379,64.1,84,0.217,0.362,0.323,23.70,15.5,14.8,0.285,0.489,0.391,48.3
Cueto, Johnny,456501,CWS,SIFT,Sinker,-0.6,-2,296,26.2,84,0.286,0.494,0.363,13.70,13.1,17.5,0.304,0.52,0.375,43.9
Williams, Devin,642207,MIL,CH,Changeup,-0.8,-3,347,54.4,84,0.187,0.24,0.252,48.80,41.7,27.3,0.188,0.229,0.235,27.5
Ramírez, Erasmo,541640,WSH,FC,Cutter,-0.6,-2,311,45,83,0.253,0.519,0.335,24.60,12,12.3,0.244,0.451,0.304,40
Gallen, Zac,668678,ARI,CH,Changeup,0.7,2,286,18.3,83,0.263,0.461,0.341,27.60,20.5,17.2,0.268,0.514,0.358,33.9
Kimbrel, Craig,518886,LAD,FF,4-Seamer,0.2,1,392,66.2,83,0.297,0.459,0.366,25.70,31.3,20.2,0.207,0.418,0.306,43.8
Freeland, Kyle,607536,COL,SIFT,Sinker,0.8,3,307,18.9,83,0.286,0.429,0.365,11.90,4.8,7.5,0.345,0.594,0.437,46.3
Rainey, Tanner,663432,WSH,FF,4-Seamer,-0.5,-2,367,70.4,83,0.233,0.438,0.346,25.80,22.9,20.9,0.277,0.588,0.398,50
Wheeler, Zack,554430,PHI,SIFT,Sinker,-1.8,-5,271,17.4,83,0.286,0.325,0.305,17.40,15.7,21,0.262,0.308,0.28,20.3
Wood, Alex,622072,SF,CH,Changeup,-0.7,-2,296,19.4,83,0.256,0.28,0.247,20.90,10.8,10.6,0.249,0.321,0.247,32.4
Sandoval, Patrick,663776,LAA,FF,4-Seamer,1.1,4,343,25.1,83,0.415,0.585,0.478,7.50,3.6,5,0.391,0.68,0.491,40
Bass, Anthony,542914,MIA,SL,Slider,-1.9,-6,309,57.6,82,0.19,0.278,0.223,38.00,34.1,28.3,0.196,0.297,0.221,26.9
Kelly, Merrill,518876,ARI,FC,Cutter,-1.3,-4,323,18.5,82,0.182,0.273,0.227,21.50,17.1,22.6,0.204,0.394,0.276,28.6
Robertson, David,502085,CHC,FC,Cutter,-1.4,-5,331,55.3,82,0.212,0.303,0.308,22.10,25.6,25,0.221,0.403,0.342,39.1
Taillon, Jameson,592791,NYY,SL,Slider,-0.2,0,269,17.3,82,0.263,0.5,0.317,23.20,19.5,19.3,0.275,0.461,0.307,33.3
Fulmer, Michael,605242,DET,SL,Slider,-2.9,-10,344,64.2,82,0.137,0.192,0.211,34.00,24.4,27.8,0.15,0.233,0.202,26.8
Beeks, Jalen,656222,TB,CH,Changeup,-1.3,-4,316,47.5,82,0.234,0.351,0.279,32.70,30.5,22.1,0.212,0.353,0.266,28.8
Syndergaard, Noah,592789,LAA,CH,Changeup,1.3,3,270,23.6,82,0.32,0.44,0.36,29.80,18.3,13.4,0.3,0.464,0.361,45.2
Faedo, Alex,656412,DET,SL,Slider,0.2,1,338,35,82,0.243,0.338,0.299,36.00,25.6,22.1,0.252,0.38,0.307,37
Jackson, Zach,667427,OAK,FF,4-Seamer,-0.8,-3,377,54.9,81,0.159,0.222,0.27,23.70,29.6,24.5,0.235,0.505,0.383,53.7
Hader, Josh,623352,MIL,SIFT,Sinker,0.1,1,343,64.1,81,0.197,0.408,0.309,33.30,38.3,27.4,0.201,0.48,0.331,42.5
Severino, Luis,622663,NYY,CH,Changeup,2.2,7,327,23.3,81,0.257,0.405,0.331,31.90,29.6,22.2,0.228,0.351,0.28,33.3
Murfee, Penn,682171,SEA,SL,Slider,-1,-3,266,49.5,80,0.132,0.263,0.193,35.00,47.5,36.9,0.12,0.237,0.175,31.6
Castillo, Luis,622491,CIN,SIFT,Sinker,0.6,2,288,21.5,80,0.304,0.435,0.371,8.80,11.3,13,0.287,0.414,0.344,48.4
Suárez, Ranger,624133,PHI,CH,Changeup,-0.2,-1,318,22.1,80,0.247,0.411,0.327,30.80,20,14.8,0.263,0.389,0.302,25.4
Barlow, Joe,669618,TEX,SL,Slider,-2,-5,264,58.8,80,0.178,0.26,0.226,31.50,20,20,0.26,0.473,0.337,37.9
Nelson, Kyle,669459,ARI,SL,Slider,-0.3,-1,285,63.8,80,0.213,0.347,0.291,31.20,22.5,17.8,0.26,0.443,0.321,35.1
Bassitt, Chris,605135,NYM,SL,Slider,0.5,1,331,19.9,80,0.187,0.333,0.273,33.10,28.7,17.3,0.2,0.355,0.262,26.9
Loup, Aaron,571901,LAA,SIFT,Sinker,1.5,4,292,50,80,0.29,0.449,0.416,11.00,21.3,23.6,0.29,0.485,0.378,44.2
Ramírez, Erasmo,541640,WSH,SIFT,Sinker,2.3,6,266,38.5,80,0.386,0.543,0.449,11.40,16.3,23.2,0.306,0.45,0.364,46.6
Clase, Emmanuel,661403,CLE,FC,Cutter,-2.4,-7,304,62.9,80,0.184,0.224,0.222,20.70,23.8,28.8,0.231,0.286,0.241,34.5
Sewald, Paul,623149,SEA,FF,4-Seamer,-0.5,-1,296,52.2,79,0.153,0.333,0.247,27.00,27.8,22.2,0.218,0.418,0.303,46
Bard, Daniel,453268,COL,SL,Slider,-1.6,-4,251,44.3,79,0.106,0.242,0.239,35.20,34.2,25.5,0.117,0.217,0.223,30
Bundy, Dylan,605164,MIN,SL,Slider,1,3,265,21.6,79,0.25,0.395,0.304,40.90,35.4,26.4,0.217,0.348,0.256,35.4
Fleming, Josh,676596,TB,SIFT,Sinker,2.7,8,282,54.8,79,0.342,0.493,0.392,20.40,21.5,19.1,0.246,0.363,0.294,35.7
Bellatti, Andrew,571479,PHI,SL,Slider,-0.3,-1,285,51.7,79,0.2,0.387,0.27,39.40,44.3,30.7,0.206,0.386,0.27,32.5
Foster, Matt,641582,CWS,FF,4-Seamer,1.1,3,297,48.5,79,0.216,0.446,0.316,21.30,26.6,23.1,0.249,0.481,0.329,41.5
Wilson, Bryse,669060,PIT,SIFT,Sinker,0.5,1,266,31.2,79,0.3,0.386,0.372,11.40,11.4,12.2,0.309,0.45,0.359,45.2
Civale, Aaron,650644,CLE,FC,Cutter,0.9,3,307,32.1,78,0.324,0.521,0.387,22.00,19.2,19.2,0.293,0.511,0.357,34.5
McHugh, Collin,543521,ATL,FC,Cutter,-1.4,-4,321,48.3,78,0.292,0.375,0.306,24.30,17.9,16.3,0.33,0.541,0.376,38.3
Blach, Ty,621389,COL,SIFT,Sinker,0.5,1,300,52.9,78,0.261,0.42,0.316,14.10,14.1,16.2,0.296,0.49,0.352,45.9
Urías, Julio,628711,LAD,CH,Changeup,1.5,4,265,18.2,78,0.253,0.387,0.304,30.80,21.8,15.2,0.237,0.363,0.272,25.9
McKenzie, Triston,663474,CLE,CUKC,Curveball,-1.5,-5,314,20.9,78,0.105,0.197,0.143,45.40,53.8,33.6,0.164,0.304,0.208,38.2
